ID_original,ID_new,mean_A,mean_w,mean_a,mean_c,nfcc,finalScore
3953,64,0.03749067903217342,0.1999768049445734,0.9263216818141895,0.7809854746816267,1,15500
3987,65,0.06917104923954386,0.21885669116404327,0.7237731284590528,1.093485427242432,0,6000
4010,66,0.07084760270884229,0.1359063545678521,0.07626296003162542,1.3922210247303146,1,31000
4063,67,0.07738170922204918,0.47410975599633914,0.22342160622385762,1.5675671837242797,1,-11500
4083,68,0.9639167751290291,3.4164073285781615,0.01140233887758711,1.414237434880488,0,23500
4168,70,0.07755683979586708,0.6176917824331585,0.039580897017666566,1.378727447559095,0,6500
4217,71,0.22930913228831018,3.2319563043874417,0.021002991750551762,3.2030763778889346,1,42000
4239,72,0.5968914427762256,1.7193168966031211,0.003693478198504136,4.191405486757873,1,18500
4392,74,0.26551002637467336,0.6358126676615453,0.029922731620183562,3.1619730257862404,0,42000
4423,75,0.9473769076339359,2.7944766585864667,0.005033227268480621,2.4294201842121765,1,9500
4443,76,0.20307392758272655,1.2706702697743275,0.06919316255750231,1.1051940078190057,1,-1000
4455,78,0.6595013219970777,1.6621644456368838,0.0024077884037020996,4.251661944400611,1,23000
4485,79,0.29370809751619875,4.141200949379596,0.0034359919281980035,3.6547432729403404,0,16000
4490,80,0.38977137136861806,4.785614699182923,0.003748969718555006,3.222279025117469,1,23500
4573,81,0.08259754004862747,2.4882688191682183,0.8782470659092516,0.39640632852485763,1,5000
4616,82,0.1570774590294248,4.442436199377798,0.07033815962564473,2.090229005977081,0,33500
4678,83,0.5313806454457416,0.157336851559778,0.601481527264851,1.388837399445147,1,-11000
4823,84,0.9418399231564204,1.344990213886897,0.015598934815094508,2.4328492451987365,0,38500
4913,85,0.28877972192669055,4.522691657085069,0.00220078908404859,4.125823213022652,1,24000
5010,86,0.5540841962149022,0.3262150490977228,0.1341937067284319,0.7233368993973481,1,-12000
5102,87,0.01714210141660187,0.4123710205715997,0.06720548928135389,1.542497657019596,0,0
5166,88,0.7821595084188873,1.8445119321365315,0.020304593538842345,2.0416645551510486,0,24000
5191,89,0.21678938771680692,2.8275654667064702,0.010147145932544462,3.007675521862347,0,27500
5197,90,0.9063051931342281,2.1912155315432904,0.08351723033836225,1.8161250768780939,1,28500
5338,91,0.7210393285326044,3.7534356353553706,0.010697654772944883,2.095135327099981,1,41500
5359,92,0.4631908672894048,2.506943444091027,0.29308270677280307,4.18396404035467,0,50000
5465,93,0.7291329390831089,3.526571376280245,0.0023612324342117625,2.9445041119437394,0,24500
5467,94,0.15139665192497329,0.4198736150475949,0.8036323540355992,0.5255773936120337,1,6000
5486,95,0.13773254767912607,1.3333366117976897,0.922003444429742,0.5750152537619623,0,1000
5917,96,0.9426729075374529,0.5343349530952267,0.22481617135560117,2.383565658112839,1,30000
5922,97,0.9777460492045293,0.7721420061716084,0.0018766244131769433,4.24187486708244,0,5000
6407,100,0.4260183113619837,4.6380515535957265,0.005525941361029714,3.8780192544418015,0,45000
6451,101,0.25825408705596264,0.43829298906992786,0.022312429010748196,1.7424839030853274,1,-22000
6472,102,0.8617717651357054,1.6998923221264333,0.0034112577281837303,3.7493669554685156,1,41500
6486,103,0.8177148362293177,0.026049394646238497,0.6957982349231607,1.0899495232488472,0,-15000
6494,105,0.46497546753261143,1.641906247894765,0.44499661870717394,0.5160755947081402,0,7000
6503,106,0.3527806026137541,1.1106550572146465,0.0860016898509015,1.8433114738472791,0,-2500
6540,107,0.2622671367366053,0.14659901560954053,0.14084577947821383,1.3971138336294604,0,-11000
6583,108,0.6786038962884786,1.4348046898033526,0.0029214145939249455,4.263540088112941,1,27000
6612,109,0.24460271822368318,3.975190913389122,0.01169535129943079,3.4913368370384568,1,33500
6665,110,0.10390000734743227,4.219567361650939,0.016366865214749983,2.278668473103343,0,31500
6676,111,0.48096721755012767,3.7792823349008287,0.001926745874950512,3.6433486710022507,0,17000
6678,112,0.3943379641413096,0.3556638271266027,0.03031579470696166,1.2921413293777098,0,-16000
6751,113,0.7797507266832708,2.1619288136685193,0.006369607362421765,3.7673858860435367,1,41000
6778,114,0.289410263400259,3.843974593938491,0.023256257444743886,2.4322956986749813,0,21000
6821,115,0.14540426594465586,0.06259876336293368,0.9621513639470586,0.9703699370332876,1,-9500
6853,116,0.8159383648706702,1.3692523850111684,0.0018237654054466803,4.288098449416282,0,22000
6881,117,0.689254841953485,0.025205992160836434,0.808461426922262,1.1564939143092141,1,-10500
6892,118,0.6777644185083073,3.1268372149080594,0.22964810393966104,2.237578869031777,0,32500
6992,119,0.7256135736914715,1.8969775118947443,0.02123559066585593,2.278128179420004,1,36000
7069,120,0.756449837050332,1.4230877003743696,0.0258347555560947,2.4821721021520555,1,29500
7085,121,0.36497671734694653,1.2122573235879879,0.00507088868246637,2.843014653603118,0,26000
7118,122,0.29191983348469525,0.14432657647390562,0.5141297748653971,0.88132572484653,1,-13000
7141,123,0.7778416166959232,1.5648878371248722,0.020826810980921682,2.44285749648662,1,42500
7162,124,0.0353167105357106,0.9275094028370884,0.03141307426993292,1.9183757156656902,0,26500
7253,125,0.40267479680091145,1.412003407972955,0.46948310034083934,0.16302367291105788,1,-6500
7257,126,0.7068126174704736,0.8746336408946376,0.005560426844203713,3.3465568826053396,0,36500
7312,127,0.9437992339608795,0.6883098800358497,0.0041890944597853755,4.329251729119015,0,25000
7356,128,0.40160030841665084,3.6698516526930667,0.003241902338429712,3.3577128214554812,0,19500
7376,129,0.29679860300852445,1.195938393180533,0.07238246938802899,1.867008731922424,1,40500
7404,130,0.07087255399813504,0.24881496302981423,0.21945067534821322,1.3798310883729246,0,-37000
7413,131,0.32323157929639257,3.882780557314247,0.016749115339412188,2.310171094260995,1,34000
7475,132,0.205941013297962,0.18013984991857857,0.6842767103304187,0.8537068129608689,0,-5500
7587,134,0.4154272928279505,0.5875909135729246,0.03961433415641858,1.499590586371645,1,-10500
7703,135,0.18614422938290012,2.3884909346167364,0.05688573594017914,1.015491502391843,0,8500
7729,136,0.5990783217290542,0.28217929219806426,0.025074981292300028,1.5087247633755425,0,-12500
7745,138,0.4961914727604202,3.5651025949939177,0.2500067550304937,0.6455273715596902,1,15500
7757,139,0.4267160051432892,3.2234289955468185,0.005525816035249869,3.490783418807415,0,38000
7932,140,0.6106466590654084,1.7954966159222607,0.010920021038208055,4.0903724861775625,0,34000
7972,141,0.8197449240177839,3.370319809347198,0.16846400434969136,2.3823679499452366,1,43000
8118,143,0.5279442840656539,0.4912351796398721,0.028975353192717906,1.5630741957654406,1,26000
8137,144,0.35056767415559986,4.507897592933003,0.003894565484423081,3.4235347552989173,1,32000
8211,145,0.20020902774933091,0.4813069213517687,0.9700533471389814,0.7834424513581061,0,7500
8289,146,0.7552174895980309,0.20440867263125245,0.5944258825120183,1.5840673101720029,0,30000
8342,147,0.07268611647284863,3.156122453133873,0.09215086191763079,1.289197706352088,0,-2000
8350,148,0.04548821128435398,0.5176358491761442,0.06618862120718794,1.7267963836371334,0,28000
8497,149,0.024788156822589353,0.4339416673360016,0.5473455664375074,0.9737845338685505,0,22000
8534,150,0.872134220396955,1.4234564172118092,0.053080926296668045,1.8882677554308862,1,30000
8604,151,0.6142802073333755,0.5917061013124181,0.7632011883752012,0.7610012549740038,0,-4500
8650,152,0.5612000387275721,2.3129243402594284,0.004756459354847439,3.698227433717606,1,31000
8730,153,0.7121638430252539,0.12218855544435951,0.6981033445638997,0.6014282803759139,0,-8000
8792,154,0.9033247531391144,0.6202094996574957,0.03979397155103118,2.438336247797544,1,27500
8842,155,0.6468908316983706,3.4774977867838053,0.004794251138237501,2.8706112451398007,0,20500
8920,156,0.18661170889761058,0.7790020914624165,0.15528957102208996,0.5911275493688869,1,-9500
9052,157,0.30812265615706486,4.35940780242346,0.01900146224161562,2.012821047952252,0,27000
9179,158,0.16599742164598066,4.514546455458033,0.0019209800116250179,4.111107402678074,1,35500
9425,159,0.04473385229974784,0.5970922416443041,0.01551335171881066,1.7181802051258592,0,16000
9740,160,0.23912489728992867,0.5727877237466277,0.4833753099575711,0.8352422454924208,0,-3500
9837,161,0.8659320584787586,0.7296654999212235,0.004976261519737639,3.8223527885279567,0,22000
16475,162,0.41998934584159725,1.2225942494383806,0.010880469941470829,2.3554905116552356,NA,21000
22854,163,0.020922859255916658,0.3733019225312113,0.890455911092289,0.9802945374992047,NA,17500
