ID;Trial;Deck;Win;Lost;NfCC
1201;101;C;500;500;47
1201;102;C;500;0;47
1201;103;C;500;0;47
1201;104;C;500;0;47
1201;105;C;500;500;47
1201;106;B;1000;0;47
1201;107;B;1000;0;47
1201;108;D;500;0;47
1201;109;D;500;0;47
1201;110;D;500;0;47
1201;111;D;500;0;47
1201;112;D;500;0;47
1201;113;D;500;0;47
1201;114;D;500;0;47
1201;115;B;1000;0;47
1201;116;D;500;0;47
1201;117;B;1000;0;47
1201;118;D;500;0;47
1201;119;C;500;0;47
1201;120;D;500;0;47
1201;121;B;1000;0;47
1201;122;D;500;2500;47
1201;123;B;1000;0;47
1201;124;B;1000;12500;47
1201;125;B;1000;0;47
1201;126;B;1000;0;47
1201;127;B;1000;0;47
1201;128;B;1000;0;47
1201;129;D;500;0;47
1201;130;D;500;0;47
1201;131;D;500;0;47
1201;132;D;500;2500;47
1201;133;C;500;500;47
1201;134;C;500;500;47
1201;135;C;500;500;47
1201;136;A;1000;2500;47
1201;137;A;1000;0;47
1201;138;A;1000;3000;47
1201;139;D;500;0;47
1201;140;B;1000;0;47
1201;141;B;1000;0;47
1201;142;C;500;0;47
1201;143;D;500;0;47
1201;144;B;1000;0;47
1201;145;B;1000;0;47
1201;146;D;500;0;47
1201;147;D;500;0;47
1201;148;C;500;0;47
1201;149;D;500;0;47
1201;150;B;1000;0;47
1201;151;D;500;0;47
1201;152;C;500;0;47
1201;153;C;500;0;47
1201;154;D;500;0;47
1201;155;B;1000;0;47
1201;156;D;500;0;47
1201;157;C;500;500;47
1201;158;B;1000;0;47
1201;159;B;1000;0;47
1201;160;D;500;0;47
1201;161;B;1000;12500;47
1201;162;D;500;2500;47
1201;163;B;1000;0;47
1201;164;B;1000;12500;47
1201;165;D;500;0;47
1201;166;C;500;0;47
1201;167;D;500;0;47
1201;168;B;1000;0;47
1201;169;B;1000;0;47
1201;170;B;1000;0;47
1201;171;B;1000;0;47
1201;172;D;500;0;47
1201;173;C;500;500;47
1201;174;D;500;0;47
1201;175;B;1000;0;47
1201;176;B;1000;0;47
1201;177;B;1000;0;47
1201;178;B;1000;0;47
1201;179;B;1000;0;47
1201;180;D;500;0;47
